"ticket_id","ticket_trace/contact"
414905,"414905, 4"
278515,"50873-170668-278515, 4"
9764,"9764, 3"
53600,"53600, 4"
106545,"106545, 0"
451531,"451531, 0"
332292,"332292, 2"
471593,"8942-360180-471593, 1"
393705,"197995-393705, 2"
123874,"123874, 0"
291841,"291841, 3"
271430,"79792-271430, 0"
174412,"185225-174412, 1"
363748,"363748, 4"
488266,"42090-62375-103960-488266, 1"
80523,"79418-80523, 2"
474874,"474874, 2"
407137,"407137, 4"
494239,"494239, 2"
379770,"379770, 1"
322543,"266459-322543, 4"
394214,"20986-394214, 3"
84610,"84610, 2"
356034,"356034, 4"
238114,"13748-238114, 1"
63061,"63061, 1"
475850,"475850, 3"
355609,"355609, 1"
61540,"61540, 4"
118728,"118728, 1"
62705,"62705, 0"
346721,"307264-346721, 1"
56332,"56332, 3"
33737,"33737, 4"
383112,"383112, 1"
312626,"312626, 2"
13585,"13585, 3"
355292,"229886-355292, 1"
355841,"355841, 1"
473840,"473840, 4"
439037,"222229-335815-389786-439037, 0"
91547,"91547, 0"
466736,"466736, 4"
9867,"9867, 4"
130015,"130015, 2"
371977,"318049-371977, 4"
311002,"481280-311002, 2"
200660,"499412-200660, 4"
261364,"261364, 4"
472571,"472571, 3"
149985,"125470-80007-149985, 3"
180026,"5400-169465-180026, 2"
176645,"176645, 3"
20083,"20083, 1"
495920,"12328-19125-495920, 3"
361810,"361810, 1"
74789,"74789, 0"
287601,"37152-287601, 2"
487615,"487615, 4"
76343,"48104-76343, 4"
474841,"99610-347408-474841, 0"
315848,"147359-315848, 3"
117739,"76724-164179-117739, 3"
495407,"8379-495407, 0"
182818,"182818, 4"
314567,"314567, 1"
19748,"19748, 0"
244086,"244086, 4"
58894,"58894, 1"
43882,"43882, 4"
307402,"107717-188155-307402, 0"
47894,"14830-47894, 2"
334787,"169934-354107-334787, 3"
139413,"190342-139413, 0"
194473,"58302-194473, 0"
150647,"150647, 1"
272640,"33854-272640, 2"
470657,"8296-197516-341483-374714-386392-470657, 2"
378418,"378418, 4"
298102,"298102, 0"
278282,"278282, 0"
92500,"37149-92500, 0"
457975,"457975, 3"
231046,"231046, 3"
19765,"5328-19765, 3"
211085,"6558-170148-211085, 4"
408243,"97164-259861-408243, 0"
427442,"248354-427442, 1"
21732,"21732, 4"
10361,"10361, 4"
372158,"236855-372158, 1"
485050,"485050, 1"
49176,"49176, 0"
291233,"20394-291233, 1"
203868,"85144-203868, 3"
185491,"129670-185491, 3"
261804,"261804, 0"
103917,"197045-103917, 1"
486992,"53208-486992, 2"
267938,"267938, 1"
6937,"6937, 2"
240394,"25983-240394, 2"
278845,"14451-278845, 3"
179172,"98232-179172, 4"
197490,"197490, 1"
213994,"213994, 0"
478955,"23325-43887-478955, 0"
328713,"66808-328713, 2"
479256,"479256, 1"
458820,"56007-458820, 0"
43807,"43807, 1"
145203,"145203, 4"
279896,"263972-279896, 4"
152594,"152594, 1"
300996,"300996, 4"
382274,"370749-382274, 2"
437616,"13513-437616, 2"
444322,"14290-73039-232709-331279-365842-444322, 2"
359136,"359136, 3"
275739,"275739, 0"
72411,"72411, 1"
372041,"372041, 1"
395912,"395912, 4"
77122,"77122, 1"
463457,"244326-463457, 2"
349390,"104873-349390, 1"
286339,"286339, 2"
340357,"262977-340357, 0"
246782,"246782, 4"
210238,"210238, 4"
68145,"68145, 0"
495439,"495439, 3"
477192,"477192, 1"
443699,"396772-443699, 2"
248885,"248885, 1"
212582,"212582, 3"
344544,"344544, 2"
280641,"280641, 4"
199809,"199809, 0"
252792,"252792, 1"
331374,"331374, 1"
347268,"17350-152292-347268, 2"
444283,"444283, 1"
109428,"109428, 3"
7878,"7878, 3"
17148,"17148, 1"
103801,"103801, 3"
376238,"130550-376238, 1"
419873,"419873, 3"
376199,"376199, 4"
235745,"62879-235745, 2"
130815,"122712-130815, 1"
158887,"158887, 3"
177725,"177725, 1"
486551,"486551, 2"
33234,"33234, 2"
481596,"114529-344122-371262-481596, 1"
205539,"100955-205539, 2"
240674,"161134-211871-240674, 2"
418504,"334808-418504, 4"
91787,"91787, 1"
76103,"76103, 3"
120434,"120434, 3"
86507,"86507, 2"
350370,"13196-350370, 2"
422206,"44756-104748-422206, 1"
462557,"462557, 3"
485644,"485644, 2"
358752,"358752, 1"
320265,"320265, 3"
280665,"100174-182403-280665, 2"
269650,"269650, 0"
352762,"224159-224508-308590-352762, 1"
280846,"14904-280846, 0"
232427,"232427, 1"
460773,"238213-418408-460773, 3"
157155,"157155, 2"
219625,"65849-219625, 1"
341848,"302690-341848, 3"
365902,"365902, 3"
439243,"316742-439243, 0"
313152,"78280-313152, 3"
495631,"485436-290768-495631, 3"
107476,"107476, 1"
6311,"6311, 2"
212587,"212587, 1"
360977,"152232-360977, 4"
465976,"465976, 2"
26500,"26500, 0"
98889,"48364-98889, 1"
484283,"484283, 3"
452101,"334149-452101, 3"
98667,"98667, 2"
434104,"49318-337033-434104, 3"
305322,"305322, 0"
225015,"225015, 4"
152702,"152702, 2"
456108,"159610-162859-456108, 2"
170835,"170835, 1"
323908,"43454-108854-323908, 2"
398958,"398958, 2"
206066,"206066, 3"
399019,"399019, 3"
228480,"164549-111167-228480, 2"
302164,"455647-302164, 0"
459954,"459954, 1"
5857,"5857, 2"
272964,"94149-272964, 1"
241405,"165715-241405, 1"
471236,"81745-147594-471236, 3"
410802,"410802, 2"
85565,"85565, 2"
66661,"66661, 3"
407637,"370026-407637, 0"
92440,"92440, 1"
300106,"176343-60192-300106, 4"
96436,"96436, 3"
130648,"110126-130648, 1"
393501,"393501, 2"
263891,"384395-75599-263891, 3"
398558,"398558, 2"
248195,"248195, 4"
288651,"288651, 3"
64174,"64174, 4"
74401,"74401, 2"
62108,"62108, 3"
63251,"63251, 3"
13610,"13610, 0"
373570,"239981-373570, 4"
192556,"192556, 4"
42413,"42413, 4"
417937,"417937, 3"
314863,"314863, 4"
195214,"195214, 1"
72643,"72643, 4"
171419,"171419, 2"
250784,"250784, 1"
405433,"193948-405433, 2"
442701,"442701, 0"
304298,"61157-304298, 1"
327372,"327372, 2"
408206,"408206, 0"
117765,"117765, 3"
178496,"178496, 1"
399192,"399192, 1"
148690,"148690, 1"
56691,"56691, 0"
329496,"162937-329496, 1"
490971,"160374-417605-490971, 2"
310922,"310922, 2"
479726,"15128-63262-479726, 1"
316056,"371632-18407-316056, 0"
20243,"20243, 1"
370395,"102787-370395, 4"
49120,"49120, 4"
124798,"124798, 0"
77408,"77408, 0"
20389,"20389, 1"
369683,"205504-219802-369683, 0"
99009,"99009, 3"
201650,"201650, 4"
286251,"286251, 3"
364604,"14078-364604, 3"
90989,"27273-90989, 0"
187139,"276698-187139, 4"
207211,"207211, 2"
355309,"327801-355309, 4"
189604,"189604, 1"
26998,"26998, 1"
436689,"436689, 0"
329029,"329029, 4"
473121,"127575-473121, 2"
119458,"119458, 2"
117078,"117078, 3"
312661,"312661, 1"
106510,"94017-106510, 1"
490056,"490056, 3"
8614,"8614, 4"
331396,"331396, 2"
399215,"399215, 2"
406893,"406893, 3"
212696,"212696, 1"
440602,"124927-440602, 2"
425684,"425684, 1"
482504,"8181-482504, 3"
26738,"365950-26738, 2"
448792,"448792, 2"
69403,"69403, 4"
417113,"417113, 2"
127801,"127801, 1"
112920,"143563-31918-112920, 1"
395462,"44716-156185-395462, 3"
25032,"25032, 2"
128454,"128454, 2"
321104,"38632-321104, 2"
420323,"63614-220651-420323, 0"
10047,"10047, 2"
385349,"385349, 4"
421579,"421579, 4"
103395,"103395, 3"
213816,"213816, 0"
71530,"71530, 3"
24293,"24293, 2"
6801,"6801, 0"
30250,"30250, 4"
323006,"323006, 0"
278128,"12910-171105-278128, 4"
379071,"379071, 4"
409549,"409549, 0"
495133,"446297-495133, 1"
485748,"485748, 2"
155358,"140523-155358, 1"
178370,"178370, 3"
330598,"291140-330598, 0"
234058,"234058, 1"
123965,"123965, 3"
191784,"191784, 3"
440399,"111563-440399, 2"
30803,"30803, 4"
426689,"382817-426689, 3"
171764,"171764, 2"
176241,"45149-176241, 1"
487523,"115956-487523, 0"
356932,"356932, 2"
149759,"149759, 2"
468564,"66923-468564, 1"
394356,"183001-394356, 2"
338144,"338144, 1"
193494,"212668-193494, 1"
179251,"26167-179251, 1"
467271,"467271, 3"
458948,"458948, 3"
490544,"364796-490544, 4"
308555,"308555, 1"
285328,"285328, 4"
255742,"189774-255742, 3"
452862,"127351-327181-452862, 4"
462148,"223375-462148, 2"
402695,"402695, 1"
449267,"157422-449267, 4"
132661,"132661, 1"
99452,"99452, 2"
458046,"45042-56576-458046, 3"
115611,"115611, 2"
495053,"301212-331496-495053, 1"
448483,"448483, 1"
254380,"254380, 0"
275227,"125261-275227, 0"
361817,"89893-361817, 2"
380105,"31451-380105, 1"
326367,"326367, 4"
258725,"106359-258725, 0"
34991,"34991, 3"
485056,"485056, 1"
373009,"7942-373009, 1"
393158,"352035-372268-393158, 2"
129574,"129574, 2"
214604,"214604, 4"
300725,"300725, 3"
252428,"409429-252428, 1"
47046,"47046, 2"
328545,"328545, 4"
42101,"42101, 2"
194105,"194105, 1"
412925,"412925, 1"
324538,"324538, 2"
71058,"71058, 4"
97534,"61042-97534, 2"
81497,"81497, 0"
295907,"295907, 2"
105666,"105666, 0"
412081,"269878-412081, 4"
88810,"347562-88810, 1"
375377,"375377, 3"
299859,"299859, 2"
42277,"42277, 4"
442821,"49850-82774-319804-442821, 2"
363263,"385380-363263, 2"
377694,"129314-287441-303300-377694, 0"
439345,"218832-439345, 1"
399700,"399700, 3"
493784,"493784, 2"
204818,"204818, 3"
54222,"54222, 2"
21949,"21949, 3"
236926,"236926, 1"
81661,"81661, 3"
73697,"73697, 4"
84518,"84518, 1"
327574,"263253-327574, 0"
458191,"171526-458191, 2"
193044,"193044, 1"
369325,"369325, 4"
329244,"329244, 0"
132184,"7357-132184, 1"
290100,"290100, 1"
225301,"225301, 1"
488210,"488210, 0"
204311,"204311, 2"
76827,"76827, 2"
471386,"82319-132191-471386, 4"
152744,"152744, 0"
282385,"282385, 4"
333096,"263908-333096, 1"
334263,"334263, 3"
48918,"48918, 4"
329383,"329383, 1"
351653,"166024-351653, 2"
380791,"380791, 4"
74387,"74387, 0"
21087,"21087, 2"
12689,"12689, 1"
32958,"32958, 4"
333053,"333053, 1"
402764,"235524-402764, 4"
351247,"351247, 4"
248469,"116670-248469, 0"
47754,"44081-47754, 1"
232045,"232045, 1"
93077,"93077, 0"
403064,"403064, 4"
150336,"150336, 4"
375755,"43873-319617-375755, 4"
365878,"344958-365878, 1"
419614,"419614, 2"
484277,"181660-484277, 2"
161117,"161117, 0"
373670,"373670, 4"
163818,"33535-163818, 1"
456615,"20958-181047-415939-422184-456615, 2"
10370,"10370, 4"
395831,"395831, 0"
288516,"288516, 2"
420386,"420386, 4"
389453,"389453, 2"
402838,"402838, 0"
332692,"332692, 4"
226529,"131501-171452-226529, 4"
258458,"258458, 0"
274389,"231089-274389, 4"
441162,"414163-441162, 4"
378364,"378364, 0"
164099,"164099, 0"
234260,"234260, 2"
16406,"16406, 3"
239221,"239221, 1"
480172,"149979-480172, 4"
397820,"146593-397820, 0"
445743,"103468-292930-445743, 3"
173840,"340280-156093-173840, 0"
374233,"374233, 2"
474819,"474819, 2"
8703,"8703, 2"
202960,"473353-202960, 3"
435670,"290941-245043-435670, 2"
263893,"263893, 2"
51040,"51040, 1"
236150,"236150, 2"
437258,"73347-437258, 0"
174691,"174691, 1"
7353,"7353, 4"
187213,"187213, 1"
454052,"454052, 3"
429336,"12673-419693-429336, 0"
93839,"93839, 2"
424369,"424369, 2"
19765,"19765, 2"
102403,"102403, 0"
439797,"201074-439797, 0"
323130,"323130, 1"
142336,"142336, 2"
288380,"288380, 4"
53209,"287854-53209, 1"
417939,"300966-417939, 2"
159352,"159352, 1"
181054,"181054, 4"
248107,"248107, 2"
490326,"490326, 4"
365733,"203514-252437-365733, 0"
189290,"189290, 4"
465520,"465520, 3"
289727,"379169-289727, 2"
131166,"67744-50740-131166, 0"
144433,"144433, 3"
366197,"366197, 2"
127160,"127160, 0"
256246,"256246, 4"
138716,"138716, 3"
455131,"129943-455131, 0"
54407,"54407, 2"
71463,"71463, 0"
436272,"41114-302444-436272, 4"
80955,"80955, 1"
458627,"458627, 2"
463991,"120333-463991, 0"
245704,"277648-49878-237353-245704, 0"
445731,"197349-445731, 1"
149213,"93791-149213, 4"
10410,"10410, 4"
403566,"166531-403566, 3"
169465,"180026-169465, 2"
340479,"179851-340479, 2"
203806,"203806, 0"
179694,"179694, 0"
7854,"7854, 2"
324541,"324541, 4"
247639,"157148-247639, 0"
23359,"23359, 2"
182996,"182996, 4"
292509,"292509, 1"
108976,"108976, 0"
275355,"275355, 1"
296943,"159307-296943, 4"
371333,"331728-371333, 2"
380752,"142180-380752, 0"
82794,"82794, 1"
106282,"106282, 0"
480619,"130144-480619, 3"
389818,"389818, 2"
397511,"397511, 3"
459563,"459563, 4"
426876,"426876, 3"
348649,"243965-348649, 3"
446759,"446759, 1"
124421,"124421, 2"
279721,"279721, 3"
166588,"41287-166588, 4"
333720,"333720, 0"
60081,"60081, 4"
310924,"17413-310924, 4"
174263,"11588-174263, 4"
234007,"234007, 1"
107643,"107643, 3"
127784,"127784, 1"
225837,"87147-195775-225837, 3"
41871,"41871, 3"
236403,"236403, 1"
153506,"153506, 2"
189009,"189009, 2"
478631,"478631, 4"
282982,"282982, 2"
336073,"336073, 0"
447340,"447340, 3"
487567,"119604-232782-438006-487567, 0"
62772,"25221-62772, 4"
26192,"141633-26192, 3"
306756,"306756, 3"
116621,"116621, 0"
21070,"21070, 2"
494193,"494193, 2"
445975,"445975, 1"
470703,"66483-470703, 1"
256242,"256242, 3"
327823,"29368-327823, 2"
469116,"469116, 4"
233241,"233241, 3"
429783,"429783, 4"
240408,"6069-240408, 3"
189981,"342895-189981, 4"
441156,"108220-224892-293348-341368-441156, 2"
495883,"299656-468351-495883, 2"
312566,"161888-312566, 2"
50507,"50507, 2"
5828,"5828, 4"
68154,"68154, 4"
76730,"76730, 2"
424231,"207469-424231, 1"
273775,"273775, 4"
376547,"376547, 3"
54237,"114133-54237, 3"
312168,"67813-312168, 0"
82994,"82994, 4"
52718,"52718, 2"
99072,"99072, 0"
478929,"478929, 1"
30375,"30375, 2"
270477,"56170-90367-270477, 3"
88040,"88040, 3"
394493,"196235-350920-394493, 1"
469752,"469752, 3"
397139,"397139, 0"
72281,"72281, 3"
7064,"7064, 1"
212186,"87283-212186, 0"
354907,"354907, 0"
449204,"402546-449204, 1"
325239,"325239, 2"
312122,"75239-312122, 4"
380309,"380309, 1"
208607,"208607, 4"
16621,"6092-16621, 4"
198938,"85799-198938, 2"
213633,"213633, 2"
223958,"223958, 1"
8195,"76173-8195, 4"
214565,"214565, 4"
110169,"110169, 0"
91561,"75095-91561, 3"
454288,"10491-454288, 0"
406413,"406413, 3"
233910,"233910, 4"
402623,"402623, 1"
384103,"384103, 4"
298780,"298780, 4"
458822,"458822, 2"
44600,"44600, 3"
469797,"290369-469797, 0"
70967,"70967, 2"
460239,"460239, 2"
365352,"365352, 4"
373582,"373582, 1"
379934,"379934, 4"
242444,"242444, 3"
403088,"403088, 0"
296434,"296434, 2"
13072,"13072, 3"
494508,"245060-494508, 0"
288604,"102332-274480-288604, 2"
17267,"17267, 4"
489939,"127152-489939, 4"
262853,"262853, 3"
428669,"428669, 3"
193273,"193273, 3"
457130,"457130, 3"
287930,"184498-287930, 2"
348022,"348022, 2"
51669,"51669, 1"
365740,"275464-365740, 1"
97534,"61042-97534, 0"
46361,"46361, 2"
370655,"370655, 1"
208334,"208334, 3"
64024,"64024, 3"
79986,"79986, 1"
287945,"287945, 0"
81539,"81539, 3"
356604,"182075-260525-356604, 4"
249111,"249111, 1"
470219,"203054-39012-470219, 3"
296103,"296103, 3"
163938,"163938, 0"
328950,"328950, 3"
307355,"307355, 4"
296260,"21667-296260, 2"
431208,"431208, 3"
409624,"409624, 0"
379957,"379957, 2"
330316,"330316, 0"
190266,"190266, 2"
296805,"296805, 2"
230017,"332519-33940-230017, 4"
259963,"259963, 2"
368924,"61478-211772-339442-368924, 1"
113342,"113342, 4"
83738,"83738, 4"
66878,"66878, 0"
168534,"142069-168534, 0"
180049,"180049, 0"
382750,"182301-382750, 2"
277466,"28583-277466, 1"
431959,"431959, 3"
232793,"232793, 3"
76746,"53301-76746, 0"
113795,"113795, 0"
205939,"205939, 4"
225185,"225185, 2"
341938,"341938, 2"
367438,"367438, 2"
347514,"274466-347514, 2"
22455,"22455, 4"
253103,"253103, 1"
202536,"202536, 1"
478405,"478405, 1"
194818,"194818, 2"
421816,"391838-421816, 3"
8774,"8774, 0"
402770,"92465-402770, 0"
84827,"84827, 3"
292929,"292929, 4"
190527,"190527, 0"
406445,"63105-79366-406445, 2"
224234,"129613-224234, 4"
462471,"214387-189922-462471, 1"
15079,"15079, 1"
155617,"155617, 4"
333950,"333950, 4"
320769,"320769, 4"
306063,"306063, 0"
183790,"131564-31398-183790, 0"
441525,"180905-62794-83271-441525, 1"
19694,"19694, 3"
7476,"162453-7476, 1"
403730,"403730, 3"
442136,"24887-442136, 2"
431040,"217116-431040, 3"
46675,"46675, 4"
414747,"57305-414747, 4"
227756,"14655-227756, 1"
108438,"108438, 4"
278620,"278620, 4"
376527,"78768-376527, 1"
194221,"194221, 0"
152256,"152256, 1"
73043,"73043, 4"
92383,"92383, 4"
194611,"194611, 1"
435273,"27668-36748-100600-435273, 4"
473766,"473766, 0"
33795,"33795, 4"
347886,"347886, 0"
72294,"72294, 3"
35888,"35888, 0"
98737,"98737, 4"
191173,"191173, 4"
230149,"230149, 2"
258439,"222710-258439, 3"
97028,"97028, 1"
358856,"358856, 2"
153268,"22701-153268, 4"
222825,"222825, 4"
21029,"21029, 2"
189476,"189476, 3"
129165,"129165, 3"
395303,"63665-135892-395303, 2"
39855,"39855, 3"
7597,"431334-7597, 4"
368060,"368060, 4"
60803,"60803, 2"
135115,"135115, 4"
459232,"367150-459232, 3"
198186,"198186, 3"
209233,"209233, 1"
363872,"363872, 1"
478313,"478313, 4"
29989,"29989, 0"
254131,"254131, 1"
215405,"215405, 4"
288214,"288214, 2"
399869,"225561-399869, 0"
240873,"240873, 1"
124037,"124037, 3"
8376,"8376, 2"
110115,"110115, 1"
139389,"139389, 1"
453129,"43232-453129, 4"
49285,"49285, 0"
361054,"361054, 4"
317398,"317398, 0"
128639,"96649-128639, 1"
25422,"25422, 1"
142318,"136864-142318, 2"
269831,"63151-269831, 1"
245150,"72663-112101-245150, 4"
181849,"181849, 0"
44652,"44652, 1"
43457,"43457, 1"
487050,"309800-487050, 1"
484134,"364378-484134, 3"
460524,"460524, 3"
160716,"160716, 3"
217287,"217287, 0"
267035,"127797-267035, 3"
283248,"198734-283248, 0"
283305,"283305, 1"
267949,"25776-198289-267949, 3"
213172,"213172, 2"
295026,"172608-274540-295026, 2"
418940,"374108-418940, 2"
128898,"128898, 2"
187072,"187072, 0"
370861,"370861, 1"
427420,"67749-427420, 4"
235265,"235265, 4"
303548,"303548, 3"
161378,"52695-161378, 2"
348607,"348607, 1"
190511,"190511, 4"
480152,"436566-480152, 0"
395354,"395354, 0"
339869,"339869, 2"
217685,"217685, 2"
233394,"233394, 1"
16132,"16132, 0"
481919,"481919, 4"
335007,"93028-335007, 1"
447769,"307704-316973-447769, 2"
388283,"388283, 3"
105584,"105584, 2"
175201,"175201, 4"
396611,"299818-396611, 4"
151138,"151138, 2"
183741,"183741, 2"
6001,"6001, 1"
184016,"184016, 1"
220426,"220426, 3"
317192,"204473-317192, 0"
119904,"119904, 3"
370040,"370040, 2"
343641,"60362-343641, 2"
498734,"6717-498734, 4"
459663,"392747-459663, 3"
6606,"6606, 2"
341965,"341965, 2"
469647,"469647, 2"
428005,"428005, 2"
60496,"60496, 2"
50266,"50266, 3"
102721,"102721, 0"
348904,"165979-325445-348904, 2"
117726,"101330-117726, 2"
6310,"6310, 0"
11836,"11836, 0"
453502,"23039-453502, 4"
308515,"308515, 4"
47476,"46486-47476, 3"
64352,"22503-64352, 3"
57763,"57763, 0"
464389,"464389, 4"
443698,"443698, 1"
259363,"173482-259363, 4"
288201,"215046-288201, 2"
124353,"124353, 4"
217529,"166376-217529, 2"
195076,"195076, 1"
360175,"251523-360175, 4"
361950,"361950, 2"
247710,"247710, 2"
474839,"150603-474839, 0"
429588,"429588, 0"
109640,"109640, 4"
240408,"240408, 2"
421461,"421461, 0"
249962,"249962, 0"
91789,"91789, 0"
285708,"285708, 0"
367544,"367544, 3"
309380,"309380, 0"
303020,"303020, 4"
186997,"186997, 0"
300422,"300422, 0"
179396,"179396, 3"
11489,"11489, 2"
380541,"290695-380541, 3"
394648,"394648, 0"
61036,"61036, 4"
16621,"16621, 2"
235248,"235248, 0"
74171,"74171, 4"
242083,"242083, 3"
121584,"121584, 3"
379100,"365477-372237-379100, 3"
73668,"10018-73668, 4"
164272,"164272, 2"
52207,"52207, 2"
487354,"492981-227833-487354, 4"
437911,"437911, 2"
207053,"207053, 2"
381074,"381074, 1"
477106,"145364-477106, 1"
258314,"31075-258314, 0"
378098,"85942-148274-378098, 4"
196256,"100321-196256, 3"
51712,"51712, 0"
179119,"179119, 3"
239505,"239505, 1"
235490,"25713-235490, 4"
218271,"218271, 1"
301293,"111607-301293, 0"
30670,"30670, 2"
444915,"285099-416125-444915, 0"
128650,"128650, 4"
35422,"35422, 2"
47612,"47612, 3"
106407,"106407, 1"
174919,"174919, 2"
295113,"295113, 4"
70552,"70552, 2"
127320,"127320, 4"
13677,"13677, 0"
256161,"256161, 1"
432298,"432298, 0"
461092,"461092, 2"
168965,"168965, 1"
236389,"236389, 2"
330251,"13920-330251, 4"
498700,"119508-123384-319704-498700, 4"
386997,"386997, 3"
249070,"249070, 3"
282304,"26376-282304, 3"
198283,"198283, 3"
483189,"483189, 4"
94129,"94129, 2"
48476,"48476, 3"
408989,"6854-408989, 2"
257505,"177448-257505, 3"
102967,"102967, 2"
242528,"242528, 1"
341439,"35912-10199-341439, 3"
362571,"85805-362571, 1"
474237,"214039-474237, 3"
478197,"478197, 2"
186463,"186463, 0"
386601,"135973-358932-381387-386601, 2"
168992,"168992, 3"
367539,"134934-367539, 2"
177918,"177918, 1"
416561,"320857-416561, 4"
335860,"335860, 4"
269890,"16050-269890, 1"
426015,"426015, 1"
93882,"93882, 1"
61247,"170404-21146-61247, 1"
298279,"127176-298279, 3"
464994,"43528-441398-464994, 0"
392638,"392638, 1"
380145,"380145, 0"
426611,"148822-426611, 1"
279245,"141196-279245, 0"
162990,"162990, 3"
225222,"225222, 1"
496796,"496796, 4"
297202,"251584-297202, 1"
331848,"177585-331848, 1"
193468,"234777-118575-193468, 4"
8058,"8058, 1"
357275,"285166-357275, 0"
435435,"348700-435435, 3"
439302,"439302, 4"
263582,"263582, 4"
377558,"377558, 1"
67670,"39451-67670, 4"
441782,"441782, 0"
223401,"223401, 1"
441758,"407694-441758, 0"
286094,"286094, 0"
413738,"413738, 3"
110172,"110172, 1"
61714,"61714, 4"
405475,"405475, 3"
245722,"245722, 3"
294793,"106551-191047-294793, 4"
345901,"259936-345901, 1"
475640,"67317-70609-125079-475640, 4"
429213,"429213, 4"
390408,"413941-332099-390408, 1"
26492,"26492, 2"
6909,"6909, 0"
50496,"50496, 1"
13252,"13252, 1"
198780,"198780, 0"
25411,"242381-25411, 0"
330677,"330677, 4"
328037,"226335-328037, 0"
116848,"116848, 0"
408827,"165833-408827, 0"
475929,"57330-58588-475929, 1"
285056,"285056, 1"
386440,"386440, 4"
173352,"173352, 4"
187507,"187507, 3"
390843,"390843, 1"
224828,"224828, 2"
146623,"146623, 1"
415634,"415634, 3"
435315,"435315, 2"
471911,"51414-471911, 4"
245204,"245204, 2"
209662,"209662, 4"
12883,"12883, 0"
252151,"112243-154684-252151, 2"
238965,"238965, 0"
223978,"178385-223978, 2"
325319,"35673-325319, 3"
454409,"454409, 3"
411506,"212762-411506, 3"
255679,"255679, 1"
418092,"418092, 3"
207027,"115818-207027, 3"
496951,"496951, 0"
242430,"242430, 4"
304878,"168733-304878, 1"
77473,"77473, 4"
407594,"407594, 0"
138031,"138031, 0"
140398,"55097-96182-140398, 3"
196181,"110519-196181, 2"
102036,"19101-40044-102036, 4"
371299,"371299, 3"
159376,"159376, 0"
358912,"157236-280980-348784-358912, 4"
403519,"93773-403519, 4"
445230,"445230, 2"
147622,"235501-147622, 0"
42345,"12909-42345, 1"
324445,"324445, 0"
313591,"313591, 1"
77260,"317771-77260, 3"
14640,"14640, 4"
277784,"277784, 3"
79407,"27448-79407, 3"
203381,"203381, 0"
122109,"64394-122109, 2"
10227,"10227, 4"
20953,"20953, 4"
11765,"11765, 2"
476472,"476472, 4"
202878,"74623-202878, 2"
170970,"10472-50662-170970, 1"
145363,"16531-145363, 3"
365870,"358858-365870, 1"
491148,"307350-240852-491148, 3"
195352,"195352, 3"
475555,"475555, 0"
43398,"43398, 1"
399697,"324321-399697, 3"
29925,"29925, 3"
10776,"10776, 4"
69995,"69995, 1"
244142,"351533-244142, 4"
433635,"433635, 2"
95894,"95894, 2"
284772,"284772, 0"
101229,"101229, 0"
432342,"432342, 1"
177622,"122610-177622, 1"
253873,"85944-253873, 1"
238399,"63131-193964-238399, 0"
190047,"190047, 3"
45823,"214615-45823, 4"
370846,"7488-24208-370846, 2"
258721,"258721, 2"
278371,"278371, 0"
68765,"68765, 1"
386919,"386919, 0"
130340,"130340, 1"
459841,"459841, 4"
471115,"181683-471115, 2"
234700,"234700, 2"
447361,"170523-277760-447361, 2"
227838,"227838, 1"
313638,"313638, 1"
378161,"378161, 3"
28040,"28040, 1"
160600,"160600, 4"
63027,"63027, 0"
338168,"184505-338168, 3"
191737,"191737, 3"
437326,"52249-437326, 3"
164319,"164319, 3"
350451,"204150-241825-291029-350451, 1"
278061,"278061, 0"
152550,"152550, 4"
270606,"270606, 0"
227498,"227498, 0"
13587,"13587, 0"
241356,"135905-177563-241356, 1"
266480,"266480, 4"
170148,"211085-170148, 0"
8958,"8958, 4"
375233,"375233, 4"
258603,"258603, 1"
355470,"355470, 3"
325947,"325947, 0"
477599,"477599, 3"
186640,"186640, 1"
157836,"157836, 4"
160684,"26786-160684, 2"
261365,"261365, 4"
195782,"52997-195782, 0"
49753,"21687-49753, 0"
6806,"6806, 3"
223926,"223926, 3"
131441,"131441, 4"
439183,"439183, 1"
364228,"310646-364228, 4"
120066,"120066, 4"
105519,"105519, 1"
218971,"14021-218971, 2"
17386,"17386, 0"
377042,"377042, 2"
258656,"258656, 3"
347382,"92130-85731-347382, 1"
179266,"179266, 3"
204496,"204496, 3"
57803,"57803, 4"
107443,"107443, 1"
111587,"111587, 0"
432324,"432324, 0"
425825,"425825, 1"
459847,"459847, 4"
430419,"430419, 0"
14683,"7578-14683, 2"
409166,"44410-326900-409166, 3"
32389,"32389, 1"
437994,"321034-437994, 4"
337084,"337084, 2"
305569,"190691-305569, 1"
390035,"390035, 0"
197428,"197428, 2"
428274,"428274, 1"
376830,"19742-376830, 1"
311790,"305582-311790, 3"
54106,"54106, 0"
14940,"14940, 1"
286709,"208576-286709, 1"
273558,"273558, 3"
42539,"42539, 3"
159226,"159226, 4"
453059,"212819-275187-453059, 3"
397163,"8155-397163, 1"
177122,"177122, 1"
308208,"109578-308208, 4"
360303,"165074-360303, 4"
211980,"347722-38231-211980, 1"
442156,"279237-442156, 1"
460592,"460592, 3"
462256,"462256, 2"
154949,"194937-154949, 3"
69907,"69907, 2"
392401,"127632-392401, 3"
160903,"160903, 4"
258408,"265695-23230-258408, 4"
160353,"160353, 3"
386599,"386599, 2"
141280,"141280, 0"
242202,"138715-242202, 3"
418947,"418947, 3"
